com_av,libelle_av,com_ap,libelle_ap
50441,Rouxeville,50492,Saint-Jean-d'Elle
51209,Daucourt,51228,Élise-Daucourt
51467,Rosay,51218,Val-de-Vière
52078,Brottes,52121,Chaumont
55513,Tourailles-sous-Bois,55215,Gondrecourt-le-Château
55570,Villotte-sur-Aire,55570,Villotte-sur-Aire
61428,Saint-Maurice-du-Désert,61463,Les Monts d'Andaine
64030,Arance,64396,Mont
64349,Loubieng,64349,Loubieng
71418,Saint-Germain-des-Rives,71557,Varenne-Saint-Germain
74187,Montmin,74275,Talloires-Montmin
75014,Bourg-la-Reine,92014,Bourg-la-Reine
77213,Grégy-sur-Yerre,77175,Évry-Grégy-sur-Yerre
77351,Ozouer-le-Repos,77010,Aubepierre-Ozouer-le-Repos
78221,Essonnes,91174,Corbeil-Essonnes
78636,Vaujours,93074,Vaujours
78680,Villiers-le-Bel,95680,Villiers-le-Bel
79211,Pioussay,79140,Valdelaume
85258,Saint-Nicolas-de-Brem,85243,Brem-sur-Mer
87098,Milhaguet,87092,Marval
08152,Élan,08173,Flize
14451,Morières,14735,Vendeuvre
14503,Pierres,14726,Valdallière
18123,Laverdines,18023,Baugy
20157,Mazzola,2B157,Mazzola
20281,Sisco,2B281,Sisco
20295,Sant'Andréa-d'Orcino,2A295,Sant'Andréa-d'Orcino
22100,Langast,22219,Plouguenast-Langast
24112,La Chapelle-Péchaud,24086,Castelnaud-la-Chapelle
25037,Aveney,25036,Avanne-Aveney
28066,Bullou,28127,Dangeau
36206,Saint-Pierre-de-Lamps,36093,Levroux
47270,Saint-Pierre-de-Nogaret,47110,Gontaud-de-Nogaret
49275,Saint-Ellier,49050,Brissac Loire Aubance
51271,Gionges,51612,Blancs-Coteaux
52098,Chameroy,52431,Rochetaillée
52236,Harméville,52288,Lezéville
52351,Nijon,52064,Bourmont-entre-Meuse-et-Mouzon
52478,Sommeville,52123,Chevillon
55455,Saint-Benoît-en-Woëvre,55551,Vigneulles-lès-Hattonchâtel
57157,Coutures,57132,Château-Salins
57722,Vionville,57578,Rezonville-Vionville
64417,Nay-Bourdettes,64417,Nay
67294,Mitschdorf,67160,Gœrsdorf
70131,Charentenay,70492,Soing-Cubry-Charentenay
73045,Le Bois,73003,Grand-Aigueblanche
74113,Ésery,74220,Reignier
75049,Montrouge,92049,Montrouge
77299,Montarlot,77316,Moret Loing et Orvanne
78032,Aulnay-sous-Bois,93005,Aulnay-sous-Bois
78161,Chilly-Mazarin,91161,Chilly-Mazarin
78303,Le Heaulme,95303,Le Heaulme
78365,Mareil-en-France,95365,Mareil-en-France
78572,Saint-Ouen-l'Aumône,95572,Saint-Ouen-l'Aumône
79072,La Chapelle-Gaudin,79013,Argentonnay
79098,La Couarde,79217,Prailles-La Couarde
80608,Omiécourt,80621,Hypercourt
86060,Charrais,86281,Saint Martin la Pallu
91173,Congerville,91613,Congerville-Thionville
01172,Germagnat,01095,Nivigne et Suran
01300,Le Poizat,01204,Le Poizat-Lalleyriat
07043,Brahic,07334,Les Vans
10001,L'Abbaye-sous-Plancy,10289,Plancy-l'Abbaye
10054,Val-d'Orvin,10054,Bourdenay
14219,Danvou-la-Ferrière,14027,Les Monts d'Aunay
14444,Monteille,14431,Mézidon Vallée d'Auge
24265,Ménestérol-Montignac,24294,Montpon-Ménestérol
25081,Le Boulois,25127,Charquemont
25530,Sancey-le-Long,25529,Sancey
27581,Saint-Ouen-des-Champs,27263,Le Perrey
27600,Saint-Quentin-des-Isles,27516,Treis-Sants-en-Ouche
39260,Granges-sur-Baume,39177,Hauteroche
39549,Vercia,39576,Val-Sonnette
46274,Saint-Laurent-Lolmie,46262,Lendou-en-Quercy
49042,Brain-sur-l'Authion,49307,Loire-Authion
49049,Brion,49138,Les Bois d'Anjou
49062,Chalonnes-sous-le-Lude,49228,Noyant-Villages
50102,Carolles,50102,Carolles
50366,Nacqueville,50041,La Hague
50609,Criqueville-au-Plain,50609,Turqueville
50636,Vierville,50099,Carentan-les-Marais
52228,Grandchamp,52228,Grandchamp
57135,Chémery,57209,Faulquemont
59460,Petite-Synthe,59183,Dunkerque
68003,Altenbach,68106,Goldbach-Altenbach
72092,Contres-en-Vairais,72276,Saint-Cosme-en-Vairais
77105,Chauconin,77335,Chauconin-Neufmontiers
78042,Baillet-en-France,95042,Baillet-en-France
78393,Mérobert,91393,Mérobert
78510,Puiseux-Pontoise,95510,Puiseux-Pontoise
78533,Saclas,91533,Saclas
78645,Verrières-le-Buisson,91645,Verrières-le-Buisson
78658,Vigny,95658,Vigny
79113,Étusson,79280,Saint Maurice Étusson
80448,Hyencourt-le-Petit,80621,Hypercourt
88282,Le Magny,88176,Fontenoy-le-Château
89002,Aigremont,89002,Aigremont
89166,Fleurigny,89414,Thorigny-sur-Oreuse
04103,Levens,04107,Majastres
04131,Montpezat,04124,Montagnac-Montpezat
05141,Saint-Eusèbe-en-Champsaur,05039,Aubessagne
09255,Saint-Amans,09056,Bézac
14712,Saline,14712,Troarn
20034,Belgodère,2B034,Belgodère
20148,Lucciana,2B148,Lucciana
20167,Montegrosso,2B167,Montegrosso
20177,Noceta,2B177,Noceta
20348,Vico,2A348,Vico
20350,Vignale,2B350,Vignale
21509,Prissey,21506,Premeaux-Prissey
21621,Tart-l'Abbaye,21623,Tart
22213,Plouër-Langrolay-sur-Rance,22213,Plouër-sur-Rance
28133,Douy,28103,Cloyes-les-Trois-Rivières
28338,Saint-Germain-la-Gâtine,28034,Berchères-Saint-Germain
33092,Cantois,33008,Porte-de-Benauge
34330,Vérargues,34246,Entre-Vignes
39186,Cuttura,39491,Coteaux du Lizon
39509,Senaud,39209,Val-d'Épy
50014,Anneville-sur-Mer,50215,Gouville-sur-Mer
50323,Le Mesnil-Tôve,50260,Juvigny les Vallées
53024,Bazouges,53062,Château-Gontier
54342,Mancieulles,54099,Val de Briey
57027,Arraincourt,57027,Arraincourt
62126,Beuvry,62126,Beuvry
70139,Château-Lambert,70283,Haut-du-Them-Château-Lambert
72301,Saint-Mars-sous-Ballon,72023,Ballon-Saint Mars
74013,Anthy-sur-Léman,74013,Anthy-sur-Léman
78111,Briis-sous-Forges,91111,Briis-sous-Forges
79318,Soutiers,79285,Saint-Pardoux-Soutiers
79333,Ulcot,79013,Argentonnay
85053,La Chapelle-aux-Lys,85289,Terval
85224,Saint-Hilaire-de-Loulay,85146,Montaigu-Vendée
86166,Montreuil-Bonnin,86123,Boivre-la-Vallée
89366,Saint-Romain-le-Preux,89388,Sépeaux-Saint Romain
01164,Forens,01104,Chézery-Forens
02161,La Chapelle-Monthodon,02053,Vallées en Champagne
02825,Vouël,02738,Tergnier
05112,Rabou,05112,Rabou
14414,Le Mesnil-Bacley,14371,Livarot-Pays-d'Auge
19224,Saint-Mathurin-Léobazel,19034,Camps-Saint-Mathurin-Léobazel
20109,Farinole,2B109,Farinole
20237,Poggio-di-Tallano,2A308,Sainte-Lucie-de-Tallano
20288,Sotta,2A288,Sotta
20341,Venaco,2B341,Venaco
24125,Cogulot,24167,Eymet
25069,Boismurie,25527,Saint-Vit
38234,Mions,69283,Mions
49354,Le Tremblay,49248,Ombrée d'Anjou
52266,Laneuville-à-Rémy,52331,La Porte du Der
52329,Montesson,52388,Pierremont-sur-Amance
57175,Diane-et-Kerprich,57175,Diane-Capelle
61022,Bagnoles-de-l'Orne,61483,Bagnoles-de-l'Orne
67247,Kolbsheim,67247,Kolbsheim
67297,Mittelhausen,67539,Wingersheim les Quatre Bans
67399,Riedheim,67061,Bouxwiller
78235,Fleury-Mérogis,91235,Fleury-Mérogis
78279,Gournay-sur-Marne,93033,Gournay-sur-Marne
78436,Mours,95436,Mours
85043,Chaillé-sous-les-Ormeaux,85213,Rives de l'Yon
85275,Saint-Vincent-Puymaufrais,85034,Bournezeau
87175,Saint-Priest-le-Betoux,87180,Saint-Sornin-Leulac
88420,Saint-Jean-du-Marché,88322,La Neuveville-devant-Lépanges
89082,La Chapelle-Vieille-Forêt,89169,Flogny-la-Chapelle
01271,Nattages,01286,Parves et Nattages
02475,Menneville,02360,Villeneuve-sur-Aisne
09092,Cazenave-Serres-et-Allens,09092,Cazenave-Serres-et-Allens
20073,Casamaccioli,2B073,Casamaccioli
20136,Lama,2B136,Lama
20224,Pietracorbara,2B224,Pietracorbara
20229,Pietroso,2B229,Pietroso
25128,Chasnans,25424,Les Premiers Sapins
41023,Bourré,41151,Montrichard Val de Cher
41162,Nouan-sur-Loire,41220,Saint-Laurent-Nouan
43248,Vabres,43005,Alleyras
49116,Cuon,49018,Baugé-en-Anjou
49225,Neuvy-en-Mauges,49092,Chemillé-en-Anjou
49238,Pellouailles-les-Vignes,49323,Verrières-en-Anjou
49274,Saint-Cyr-en-Bourg,49060,Bellevigne-les-Châteaux
49372,Le Vieil-Baugé,49018,Baugé-en-Anjou
50103,Carquebut,50523,Sainte-Mère-Église
50245,Heussé,50591,Le Teilleul
51593,Varimont,51214,Dommartin-Varimont
52100,Champcourt,52140,Colombey-les-Deux-Églises
60694,Villotran,60694,Les Hauts-Talican
61320,Orville,61460,Sap-en-Auge
66031,Caldégas,66025,Bourg-Madame
67012,Aschbach,67012,Aschbach
74028,Balmont,74010,Annecy
76310,Gouchaupre,76618,Petit-Caux
78137,Champmotteux,91137,Champmotteux
79282,Saint-Médard,79061,Celles-sur-Belle
86057,Chapelle-Morthemer,86233,Valdivienne
88048,Bellefontaine,88048,Bellefontaine
89389,Septfonds,89344,Saint-Fargeau
09288,Senesse-de-Senabugue,09107,Dun
14148,Cerqueux,14371,Livarot-Pays-d'Auge
14155,Cheffreville-Tonnencourt,14371,Livarot-Pays-d'Auge
14186,Coulombs,14406,Moulins-en-Bessin
14537,Robehomme,14046,Bavent
20033,Bastia,2B033,Bastia
20158,Mela,2A158,Mela
20196,Orto,2A196,Orto
20217,Piazzole,2B217,Piazzole
25407,Montursin,25275,Glère
45003,Allainville-en-Beauce,45240,Outarville
48159,Saint-Jean-Chazorne,48015,Pied-de-Borne
49375,Villedieu-la-Blouère,49023,Beaupréau-en-Mauges
50534,Saint-Pellerin,50099,Carentan les Marais
53070,Cigné,53003,Ambrières-les-Vallées
55417,Raulecourt,55085,Broussey-Raulecourt
60080,Boissy-le-Bois,60209,La Corne-en-Vexin
69247,Thel,69066,Cours
72108,Cré-sur-Loir,72025,Bazouges Cré sur Loir
73163,Montaimont,73235,Saint François Longchamp
76095,Bihorel,76095,Bihorel
78141,Charmont,95141,Charmont
78304,Hédouville,95304,Hédouville
78318,Janville-sur-Juine,91318,Janville-sur-Juine
78352,Luzarches,95352,Luzarches
78400,Meudon,92048,Meudon
79219,Priaires,79334,Val-du-Mignon
79228,Rigné,79329,Thouars
79321,Taizé-Maulais,79196,Plaine-et-Vallées
80255,Dreuil-Hamel,80013,Airaines
86146,Marigny-Brizay,86115,Jaunay-Marigny
08108,Château-Regnault-Bogny,08081,Bogny-sur-Meuse
14560,Saint-Aubin-Lébizay,14231,Beaufour-Druval
14577,Saint-Gabriel-Brécy,14200,Creully sur Seulles
15031,Celles,15141,Neussargues en Pinatelle
15239,Tourniac,15153,Pleaux
16017,Anville,16339,Val-d'Auge
20249,Propriano,2A249,Propriano
20292,Sant'Andréa-di-Bozio,2B292,Sant'Andréa-di-Bozio
20344,Verdèse,2B344,Verdèse
39384,Nermier,39504,Sarrogna
49025,Beauvau,49163,Jarzé Villages
49199,Melay,49092,Chemillé-Melay
49363,Vauchrétien,49050,Brissac Loire Aubance
50571,Sébeville,50571,Sébeville
50638,Villechien,50359,Mortain-Bocage
52108,Charmes,52108,Charmes
52309,Marault,52058,Bologne
52338,Montribourg,52114,Châteauvillain
53149,Melleray-la-Vallée,53127,Lassay-les-Châteaux
55487,Seuzey-Vaux,55487,Seuzey
57164,Dain-en-Saulnois,57572,Rémilly
61239,Lucé,61211,Juvigny Val d'Andaine
70281,Greucourt,70418,La Romaine
71138,Clux,71578,Clux-Villeneuve
73195,Outrechaise,73303,Ugine
74092,La Côte-d'Hyot,74042,Bonneville
74251,Saint-Roch,74256,Sallanches
75064,Rosny-sous-Bois,93064,Rosny-sous-Bois
76444,Mont-de-l'If,76289,Saint Martin de l'If
77017,Bailly-Carrois,77211,Grandpuits-Bailly-Carrois
78252,Franconville,95252,Franconville
78447,Neuilly-en-Vexin,95447,Neuilly-en-Vexin
78546,Saint-Cyr-sous-Dourdan,91546,Saint-Cyr-sous-Dourdan
89358,Saint-Martin-sur-Ouanne,89086,Charny Orée de Puisaye
90063,Lebetain,90063,Lebetain
04048,Chasteuil,04039,Castellane
08285,Meillier-Fontaine,08328,Nouzonville
14029,Les Autels-Saint-Bazile,14371,Livarot-Pays-d'Auge
14154,La Chapelle-Yvon,14570,Valorbiquet
14722,La Vacquerie,14143,Caumont-sur-Aure
17088,La Chapelle-Bâton,17013,Antezant-la-Chapelle
20069,Casabianca,2B069,Casabianca
20222,Pie-d'Orezza,2B222,Pie-d'Orezza
21331,Labergement-lès-Auxonne-Billey-Flagey,21331,Labergement-lès-Auxonne
24333,Ponteyraud,24216,La Jemaye-Ponteyraud
24391,Saint-Crépin-de-Richemont,24064,Brantôme en Périgord
28181,Gironville-et-Neuville,28393,Tremblay-les-Villages
35341,Tremblay,35004,Val-Couesnon
36039,Chantôme,36070,Éguzon-Chantôme
39488,Saint-Laurent-la-Roche,39021,La Chailleuse
47157,Marmande,47157,Marmande
49305,Saint-Martin-du-Bois,49331,Segré-en-Anjou Bleu
50191,Foucarville,50523,Sainte-Mère-Église
50255,Hyenville,50419,Quettreville-sur-Sienne
52207,Frécourt,52207,Frécourt
52501,Valdelancourt,52031,Autreville-sur-la-Renne
55438,Romagne-Gesnes,55438,Romagne-sous-Montfaucon
55555,Ville-devant-Belrain,55555,Ville-devant-Belrain
58091,Cours,58086,Cosne-Cours-sur-Loire
70110,Byans,70285,Héricourt
75077,Villemomble,93077,Villemomble
78169,Commeny,95169,Commeny
78195,Dannemois,91195,Dannemois
78414,Monnerville,91414,Monnerville
80731,Selincourt,80443,Hornoy-le-Bourg
80739,Souplicourt,80436,Hescamps
81226,Ronel,81233,Terre-de-Bancalié
88384,Rémois,88274,Longchamp-sous-Châtenois
05043,Les Costes,05039,Aubessagne
08345,Primat,08333,Olizy-Primat
14323,Le Ham,14335,Hotot-en-Auge
14521,Presles,14726,Valdallière
14704,Le Tourneur,14061,Souleuvre en Bocage
16214,Mazières,16192,Terres-de-Haute-Charente
20039,Bisinchi,2B039,Bisinchi
20178,Nonza,2B178,Nonza
20192,Olmo,2B192,Olmo
20208,Perelli,2B208,Perelli
20246,La Porta,2B246,La Porta
20258,Renno,2A258,Renno
20272,Sartène,2A272,Sartène
20353,Ville-di-Pietrabugno,2B353,Ville-di-Pietrabugno
24072,Cadouin,24068,Le Buisson-de-Cadouin
24079,Cantillac,24064,Brantôme en Périgord
24344,Puyrenier,24253,Mareuil en Périgord
27634,Thomer-la-Sôgne,27032,Chambois
27657,Touville,27089,Thénouville
28402,Vérigny,28254,Mittainvilliers-Vérigny
38088,Chassieu,69271,Chassieu
38119,Colombier-Saugnieu,69299,Colombier-Saugnieu
39067,Le Bouchaud,39049,Bersaillin
39231,Fonteny,39436,Pont-d'Héry
44177,Sainte-Marie,44131,Pornic
48011,Auxillac,48034,La Canourgue
49258,La Renaudière,49301,Sèvremoine
50581,Soulles,50546,Bourgvallées
52402,Prangey,52529,Villegusien-le-Lac
53032,Blandouet,53228,Blandouet-Saint Jean
53227,Saint-Isle,53103,Le Genest-Saint-Isle
54267,Housselmont,54010,Allamps
56016,Bieuzy,56173,Pluméliau-Bieuzy
60038,Bachivillers,60256,Montchevreuil
67041,Birkenwald,67004,Sommerau
69224,Saint-Mamert,69135,Deux-Grosnes
74281,Thonon-les-Bains,74281,Thonon-les-Bains
78222,Estouches,91390,Le Mérévillois
78340,Lisses,91340,Lisses
78353,Maffliers,95353,Maffliers
78540,Saint-Chéron,91540,Saint-Chéron
80653,Le Quesnoy,80617,Parvillers-le-Quesnoy
88329,Noncourt,88321,Neufchâteau
01226,Luthézieu,01036,Belmont-Luthézieu
09191,Merviel,09107,Dun
14340,Huppain,14515,Port-en-Bessin-Huppain
16410,Villegats,16110,Courcôme
19197,Saint-Dézery,19275,Ussel
20054,Campile,2B054,Campile
20115,Foce,2A115,Foce
20274,Scolca,2B274,Scolca
24044,Blis-et-Born,24026,Bassillac et Auberoche
25140,Chaux-lès-Clerval,25156,Pays-de-Clerval
25423,Neuvier,25138,Les Terres-de-Chaux
35323,La Selle-en-Coglès,35191,Les Portes du Coglais
49052,Broc,49228,Noyant-Villages
49190,Le Marillais,49244,Mauges-sur-Loire
50051,Beuzeville-au-Plain,50523,Sainte-Mère-Église
50649,Pont-Farcy,50592,Tessy-Bocage
52153,Créancey,52114,Châteauvillain
52332,Val-de-Meuse,52332,Val-de-Meuse
52382,Percey-sous-Montormentier,52158,Cusey
53238,Saint-Mars-sur-la-Futaie,53238,Saint-Mars-sur-la-Futaie
54503,Serrières,54059,Belleau
69147,Les Olmes,69157,Vindry-sur-Turdine
70025,Arbecey,70025,Arbecey
70370,Montseugny,70101,Broye-lès-Pesmes-Aubigney-Montseugny
78500,Pontoise,95500,Pontoise
80382,Gouy-l'Hôpital,80443,Hornoy-le-Bourg
80483,Lincheux-Hallivillers,80443,Hornoy-le-Bourg
86199,Pouzioux,86070,Chauvigny
89396,Sognes,89469,Perceneige
07021,Auriolles,07207,Saint-Alban-Auriolles
08050,Barricourt,08437,Tailly
14081,Boissey,14654,Saint-Pierre-en-Auge
14597,Saint-Jean-le-Blanc,14357,Terres de Druance
16092,Chavenat,16082,Boisné-La Tude
20038,Bilia,2A038,Bilia
20242,Poggio-Mezzana,2B242,Poggio-Mezzana
25337,Lièvremont,25357,Maisons-du-Bois-Lièvremont
33469,Saint-Romain-de-Vignague,33506,Sauveterre-de-Guyenne
41111,Lanthenay,41194,Romorantin-Lanthenay
48183,Saint-Sauveur-de-Peyre,48009,Peyre en Aubrac
49037,Le Bourg-d'Iré,49331,Segré-en-Anjou Bleu
49168,Jumelles,49180,Longué-Jumelles
49318,Saint-Saturnin-sur-Loire,49050,Brissac Loire Aubance
50010,Angoville-au-Plain,50099,Carentan les Marais
50470,Saint-Georges-de-Bohon,50564,Terre-et-Marais
50548,Saint-Sauveur-de-Pierrepont,50548,Saint-Sauveur-de-Pierrepont
50559,Saint-Symphorien-les-Buttes,50444,Saint-Amand
52296,Louze,52411,Rives Dervoises
52417,Ravennefontaines,52332,Le Val-de-Meuse
55003,Ailly-sur-Meuse,55229,Han-sur-Meuse
61282,Monnai,61167,La Ferté-en-Ouche
61359,Saint-Agnan-sur-Erre,61484,Val-au-Perche
68272,Riedwihr,68143,Porte du Ried
69144,Nuelles,69208,Saint-Germain-Nuelles
75051,Neuilly-sur-Seine,92051,Neuilly-sur-Seine
76386,Limpiville,76386,Limpiville
77502,Villegagnon,77020,Bannost-Villegagnon
78228,Évry,91228,Évry
78547,Saint-Escobille,91547,Saint-Escobille
78573,Saint-Pierre-du-Perray,91573,Saint-Pierre-du-Perray
78593,Sermaise,91593,Sermaise
78611,Theuville,95611,Theuville
79188,Moutiers-sous-Chantemerle,79179,Moncoutant-sur-Sèvre
80817,Wanel,80406,Hallencourt
89157,Essert,89233,Lucy-sur-Cure
04029,Blégiers,04155,Prads-Haute-Bléone
04089,Fours,04226,Uvernet-Fours
04221,Trévans,04084,Estoublon
08258,Logny-lès-Chaumont,08113,Chaumont-Porcien
14459,Les Moutiers-Hubert,14371,Livarot-Pays-d'Auge
14615,Sainte-Marguerite-des-Loges,14371,Livarot-Pays-d'Auge
19261,Sornac-Saint-Germain-Lavolps,19261,Sornac
19267,La Tourette,19275,Ussel
20040,Bocognano,2A040,Bocognano
20183,Ogliastro,2B183,Ogliastro
20366,Chisa,2B366,Chisa
22290,Saint-Gelven,22107,Bon Repos sur Blavet
23094,Gouzougnat,23093,Gouzon
24369,Saint-Antoine-d'Auberoche,24026,Bassillac et Auberoche
27515,Saint-Aubin-le-Guichard,27049,Mesnil-en-Ouche
49230,Noyant-la-Plaine,49003,Tuffalun
49289,Saint-Jean-de-Linières,49298,Saint-Léger-de-Linières
49382,Le Fresne-sur-Loire,49160,Ingrandes-Le Fresne sur Loire
50154,La Croix-Avranchin,50487,Saint-James
50434,La Rochelle-Normande,50565,Sartilly-Baie-Bocage
51383,Morains,51158,Val-des-Marais
54523,Thuilley-aux-Groseilles,54523,Thuilley-aux-Groseilles
55183,Étraye-Wavrille,55183,Étraye
56138,Monterrein,56165,Ploërmel
57494,Munster,57494,Munster
61059,Bresolettes,61491,Tourouvre au Perche
70173,Corcelles,70477,Saulnot
70266,Gesincourt,70002,Aboncourt-Gesincourt
73112,Feissons-sur-Isère,73187,La Léchère
74181,Metz-Tessy,74112,Epagny Metz-Tessy
75063,Romainville,93063,Romainville
77399,Saint-Ange-le-Viel,77504,Villemaréchal
78378,Mauchamps,91378,Mauchamps
79247,Saint-Étienne-la-Cigogne,79078,Plaine-d'Argenson
89233,Lucy-sur-Cure,89233,Lucy-sur-Cure
89387,Sens,89387,Sens
05067,Les Infournas,05132,Saint-Bonnet-en-Champsaur
09333,Vic,09223,Oust
12126,Lavernhe,12270,Sévérac d'Aveyron
16309,Sainte-Colombe,16300,Val-de-Bonnieure
16386,Touzac,16204,Bellevigne
19185,Saint-Bonnet-Avalouze,19101,Laguenne-sur-Avalouze
20346,Vescovato,2B346,Vescovato
20355,Volpajola,2B355,Volpajola
22078,Hengoat,22264,La Roche-Jaudy
27186,Créton,27198,Mesnils-sur-Iton
31298,Lez,31471,Saint-Béat-Lez
39256,Goux,39198,Dole
39465,Romange-lès-Vriange,39465,Romange
46326,Valprionde,46201,Montcuq-en-Quercy-Blanc
49047,Brigné,49125,Doué-en-Anjou
49073,La Chapelle-Hullin,49248,Ombrée d'Anjou
49357,Trèves-Cunault,49261,Gennes-Val-de-Loire
52361,Odival,52353,Nogent
55295,Lisle-en-Barrois,55295,Lisle-en-Barrois
56187,Quily,56197,Val d'Oust
61185,Gémages,61484,Val-au-Perche
61478,Taillebois,61007,Athis-Val de Rouvre
67349,Oberrœdern,67349,Oberrœdern
74247,Saint-Maurice-de-Rumilly,74250,Saint-Pierre-en-Faucigny
78021,Arpajon,91021,Arpajon
78059,Berville,95059,Berville
78199,Domont,95199,Domont
78257,La Frette-sur-Seine,95257,La Frette-sur-Seine
78409,Moisselles,95409,Moisselles
79037,Boësse,79013,Argenton-les-Vallées
80712,Saint-Pierre-à-Gouy,80229,Crouy-Saint-Pierre
97351,Approuague (chef-lieu Régina),97301,Régina
14233,Écajeul,14431,Mézidon Vallée d'Auge
20018,Arbellara,2A018,Arbellara
20072,Casalta,2B072,Casalta
20297,San-Damiano,2B297,San-Damiano
24170,Eyvirat,24064,Brantôme en Périgord
27588,Saint-Pierre-d'Autils,27554,La Chapelle-Longueville
33041,Béliet,33042,Belin-Béliet
35036,Brain-sur-Vilaine,35064,La Chapelle-de-Brain
39442,Prénovel,39130,Nanchez
46291,Saint-Sauveur-la-Vallée,46138,Cœur de Causse
49173,Lasse,49228,Noyant-Villages
49203,Méron,49215,Montreuil-Bellay
49317,Saint-Rémy-la-Varenne,49050,Brissac Loire Aubance
51661,Wez,51571,Val-de-Vesle
52191,Essey-les-Eaux,52353,Nogent
61226,Lignerolles,61491,Tourouvre au Perche
73143,Lanslebourg-Mont-Cenis,73290,Val-Cenis
73238,Saint-Germain-la-Chambotte,73010,Entrelacs
73260,Saint-Maurice-de-Rotherens,73236,Saint-Genix-les-Villages
74011,Annecy-le-Vieux,74010,Annecy
75008,Bobigny,93008,Bobigny
78170,Condécourt,95170,Condécourt
78258,Frouville,95258,Frouville
88392,Rocourt,88475,Tollaincourt
08093,La Cerleau,08344,Prez
08475,Villers-Cernay,08053,Bazeilles
09036,Banat,09306,Tarascon-sur-Ariège
10152,Fontaine-Luyères,10084,Charmont-sous-Barbuise
11171,Gueytes-et-Labastide,11080,Val de Lambronne
20163,Monacia-d'Aullène,2A163,Monacia-d'Aullène
20201,Pancheraccia,2B201,Pancheraccia
25362,Malpas,25362,Malpas
27566,Sainte-Marguerite-en-Ouche,27049,Mesnil-en-Ouche
27574,Saint-Nicolas-du-Bosc,27302,Le Bosc du Theil
28228,Mainterne,28120,Crucey-Villages
29149,Milizac,29076,Milizac-Guipronvel
38165,Fitilieu,38001,Les Abrets en Dauphiné
49186,Luigné,49050,Brissac Loire Aubance
49256,Rablay-sur-Layon,49345,Bellevigne-en-Layon
50515,Saint-Martin-de-Landelles,50484,Saint-Hilaire-du-Harcouët
55118,Cléry-Grand,55118,Cléry-Grand
55136,Creuë,55551,Vigneulles-lès-Hattonchâtel
55309,Luméville-en-Ornois,55215,Gondrecourt-le-Château
57223,Folpersviller,57631,Sarreguemines
67207,Hohatzenheim,67539,Wingersheim les Quatre Bans
70379,Nervezain,70525,Vauconcourt-Nervezain
75003,Arcueil,94003,Arcueil
78002,Ableiges,95002,Ableiges
78309,Hodent,95309,Hodent
78666,Villejust,91666,Villejust
79324,Terves,79049,Bressuire
85037,Breuil-Barret,85289,Terval
89026,Avrolles,89345,Saint-Florentin
89258,Milly,89068,Chablis
97354,Samson (chef-lieu Dégrad-Samson),97352,Saül
04011,Astoin,04023,Bayons
04165,Reynier,04023,Bayons
07164,Naves,07334,Les Vans
08253,Levrézy,08081,Bogny-sur-Meuse
10043,Bessy,10043,Bessy
14201,Crèvecœur-en-Auge,14431,Mézidon Vallée d'Auge
14580,Saint-Georges-en-Auge,14654,Saint-Pierre-en-Auge
14629,Saint-Martin-des-Besaces,14061,Souleuvre en Bocage
20027,Azzana,2A027,Azzana
20085,Cauro,2A085,Cauro
24433,Saint-Julien-d'Eymet,24423,Saint-Julien-Innocence-Eulalie
25172,Courchapon,25172,Courchapon
35130,Hédé,35130,Hédé
38145,Dionay,38359,Saint Antoine l'Abbaye
39382,Nantey,39209,Val-d'Épy
39544,Varessia,39021,La Chailleuse
42082,Dancé,42268,Vézelin-sur-Loire
49046,Brézé,49060,Bellevigne-les-Châteaux
52283,Lénizeul,52332,Val-de-Meuse
52439,Rouvres-Arbot,52439,Rouvres-sur-Aube
55451,Saint-Agnant-sous-les-Côtes,55012,Apremont-la-Forêt
59030,Audencourt,59139,Caudry
61065,Bubertré,61491,Tourouvre au Perche
61469,Sept-Forges,61211,Juvigny Val d'Andaine
63068,Cellule,63244,Chambaron sur Morge
63133,Dallet,63226,Mur-sur-Allier
67332,Niederseebach,67351,Seebach
78469,Ormoy-la-Rivière,91469,Ormoy-la-Rivière
79099,La Coudre,79013,Argentonnay
79235,Saint-Amand-sur-Sèvre,79235,Saint-Amand-sur-Sèvre
79327,Thorigné,79185,Mougon-Thorigné
80816,Wailly,80211,Conty
86168,Morthemer,86233,Valdivienne
89425,Turny,89425,Turny
01222,Longecombe,01185,Hauteville-Lompnes
08267,Mairy,08145,Douzy
14567,Saint-Crespin,14431,Mézidon Vallée d'Auge
20210,Pero-Casevecchie,2B210,Pero-Casevecchie
20240,Poggiolo,2A240,Poggiolo
23085,Les Forges,23093,Gouzon
24185,Fongalop,24035,Belvès
25015,Amancey,25015,Amancey
25359,Malans,25359,Malans
28069,Champagne,28185,Goussainville
28356,Saint-Pellerin,28012,Commune nouvelle d'Arrou
32323,Ponsampère,32323,Ponsampère
38491,Simandres,69295,Simandres
46166,Lebreil,46201,Montcuq-en-Quercy-Blanc
49268,Sainte-Christine,49092,Chemillé-en-Anjou
52116,Chatenay-Vaudin,52116,Chatenay-Vaudin
52345,Musseau,52094,Vals-des-Tilles
55161,Domremy-aux-Bois,55179,Erneville-aux-Bois
55413,Rampont,55497,Les Souhesmes-Rampont
55558,Ville-Issey,55184,Euville
64439,Ousse,64439,Ousse
67406,Rohr,67406,Rohr
